product_name,brand,category,review_text,rating,sentiment,skin_type,review_date,price_range,verified_purchase
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Dry,11-08-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Sensitive,26-04-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Combination,18-02-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Oily,09-03-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Neither good nor bad,3,Neutral,Dry,12-05-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Dry,04-08-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Oily,21-02-2023,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Sensitive,11-11-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,4,Positive,Oily,15-05-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,5,Positive,Normal,05-12-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Average results, expected more",3,Neutral,Sensitive,13-07-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Oily,21-07-2022,High,No
Aloe Vera Gel,NatureCare,Gel,"Average results, expected more",3,Neutral,Normal,15-02-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Average results, expected more",3,Neutral,Dry,04-08-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,Decent product for the price,3,Neutral,Normal,05-07-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Sensitive,12-03-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,4,Positive,Combination,04-06-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Product is okay, nothing special",3,Neutral,Sensitive,05-10-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,5,Positive,Combination,10-10-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,1,Negative,Dry,21-01-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Combination,24-06-2022,Low,No
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Normal,25-04-2024,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Oily,21-10-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",4,Positive,Oily,03-05-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",5,Positive,Dry,28-01-2024,Mid,No
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Sensitive,20-04-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Normal,29-01-2024,Mid,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Dry,10-12-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",5,Positive,Oily,22-11-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Oily,19-04-2024,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Neither good nor bad,3,Neutral,Combination,09-11-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Sensitive,08-09-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Combination,09-10-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,1,Negative,Oily,14-03-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Average results, expected more",3,Neutral,Oily,04-06-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,5,Positive,Dry,22-04-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not bad but takes time to show effect,3,Neutral,Sensitive,04-04-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Combination,17-12-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Amazing product, worth the price",4,Positive,Sensitive,23-10-2022,Mid,No
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Sensitive,12-11-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Combination,08-06-2022,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Dry,22-02-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very effective and gentle on my skin,4,Positive,Combination,08-08-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Sensitive,15-12-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Product is okay, nothing special",3,Neutral,Normal,18-04-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Sensitive,26-08-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Oily,11-08-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Combination,04-02-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,"Product is okay, nothing special",3,Neutral,Oily,09-03-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,5,Positive,Sensitive,06-10-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,5,Positive,Combination,07-10-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Combination,18-08-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,1,Negative,Oily,24-03-2024,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,5,Positive,Sensitive,19-05-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Sensitive,28-05-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Oily,15-12-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Sensitive,30-04-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Combination,20-06-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,1,Negative,Combination,27-11-2023,High,Yes
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Oily,23-05-2023,High,Yes
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,1,Negative,Oily,12-04-2023,High,No
Vitamin C Serum,SkinPure,Serum,Very disappointing product,2,Negative,Normal,23-04-2023,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Decent product for the price,3,Neutral,Normal,04-08-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Product is okay, nothing special",3,Neutral,Dry,08-07-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Sensitive,09-12-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Normal,21-02-2024,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,1,Negative,Dry,03-02-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Dry,27-06-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Dry,22-04-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Combination,25-03-2024,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Very disappointing product,2,Negative,Combination,13-10-2022,High,No
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Oily,13-10-2022,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,1,Negative,Sensitive,12-01-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,2,Negative,Sensitive,23-08-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,5,Positive,Sensitive,27-02-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Oily,30-01-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Product is okay, nothing special",3,Neutral,Sensitive,17-11-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,2,Negative,Normal,27-05-2024,Mid,No
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Oily,25-08-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Sensitive,06-06-2024,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,4,Positive,Sensitive,18-06-2024,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Caused irritation and redness,2,Negative,Combination,28-02-2023,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,No improvement after usage,2,Negative,Combination,11-02-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Combination,05-07-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,5,Positive,Normal,02-02-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,2,Negative,Dry,01-06-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,5,Positive,Oily,18-02-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,5,Positive,Combination,27-04-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Sensitive,02-07-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Average results, expected more",3,Neutral,Dry,21-02-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Combination,10-09-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",4,Positive,Combination,20-03-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Sensitive,19-01-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Combination,10-05-2024,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,1,Negative,Sensitive,23-08-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Not worth the money,1,Negative,Normal,25-07-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Sensitive,20-05-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Sensitive,01-03-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Normal,23-01-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,4,Positive,Combination,02-09-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Dry,12-05-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,2,Negative,Sensitive,06-11-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,1,Negative,Normal,09-06-2022,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Oily,29-09-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Combination,06-04-2023,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Normal,29-06-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Combination,14-06-2024,Low,No
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,4,Positive,Sensitive,30-01-2024,High,Yes
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,2,Negative,Sensitive,19-01-2024,High,Yes
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Sensitive,28-06-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,5,Positive,Normal,18-04-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Normal,29-03-2024,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Oily,27-09-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Sensitive,11-01-2024,High,Yes
Vitamin C Serum,SkinPure,Serum,"Average results, expected more",3,Neutral,Combination,04-12-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Decent product for the price,3,Neutral,Normal,23-09-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Dry,08-12-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Oily,30-03-2024,High,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,2,Negative,Combination,21-02-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,My skin feels smooth and healthy,5,Positive,Dry,06-03-2024,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Decent product for the price,3,Neutral,Combination,09-04-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Sensitive,05-01-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,5,Positive,Combination,18-06-2024,Low,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Sensitive,13-03-2023,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Decent product for the price,3,Neutral,Dry,19-10-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Oily,28-11-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Dry,06-11-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Very disappointing product,2,Negative,Normal,02-05-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",4,Positive,Combination,09-01-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Normal,13-12-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Sensitive,27-10-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Amazing product, worth the price",5,Positive,Normal,19-03-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Sensitive,04-03-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,4,Positive,Combination,10-11-2022,High,No
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Sensitive,14-11-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Dry,31-10-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",4,Positive,Dry,03-05-2022,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Average results, expected more",3,Neutral,Combination,01-06-2022,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,2,Negative,Combination,15-05-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,2,Negative,Normal,05-04-2022,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Dry,17-04-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Very disappointing product,1,Negative,Dry,29-08-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Combination,16-01-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Oily,25-01-2022,High,No
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Oily,11-08-2022,High,No
Vitamin C Serum,SkinPure,Serum,"Product is okay, nothing special",3,Neutral,Dry,09-03-2022,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Sensitive,24-08-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,4,Positive,Oily,20-12-2023,Low,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,2,Negative,Normal,20-06-2022,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Sensitive,12-07-2023,Mid,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Highly recommended for daily use,4,Positive,Normal,17-05-2022,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Dry,09-06-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,1,Negative,Normal,04-03-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,No improvement after usage,1,Negative,Sensitive,01-02-2024,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Highly recommended for daily use,5,Positive,Normal,20-07-2022,Low,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,2,Negative,Sensitive,13-12-2022,Low,Yes
Vitamin C Serum,SkinPure,Serum,"Amazing product, worth the price",5,Positive,Sensitive,24-04-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,"Product is okay, nothing special",3,Neutral,Sensitive,25-03-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Caused irritation and redness,1,Negative,Combination,07-10-2022,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Sensitive,10-02-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Not worth the money,1,Negative,Dry,26-05-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,4,Positive,Normal,10-02-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,2,Negative,Oily,10-04-2023,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",5,Positive,Sensitive,24-05-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,1,Negative,Combination,02-04-2022,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Oily,23-09-2023,Low,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,5,Positive,Sensitive,18-11-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Oily,08-03-2024,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Decent product for the price,3,Neutral,Combination,10-09-2022,High,Yes
Aloe Vera Gel,NatureCare,Gel,"Product is okay, nothing special",3,Neutral,Oily,24-09-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,1,Negative,Combination,24-12-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Caused irritation and redness,1,Negative,Dry,10-09-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,"Amazing product, worth the price",4,Positive,Combination,16-10-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,5,Positive,Oily,19-08-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Combination,07-11-2023,Low,Yes
Aloe Vera Gel,NatureCare,Gel,I can see visible results within a week,4,Positive,Dry,23-02-2023,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Average results, expected more",3,Neutral,Combination,14-06-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,2,Negative,Dry,25-09-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,2,Negative,Combination,27-07-2022,Low,No
Aloe Vera Gel,NatureCare,Gel,"Amazing product, worth the price",5,Positive,Normal,21-04-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very disappointing product,2,Negative,Normal,06-01-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Caused irritation and redness,2,Negative,Combination,31-12-2023,High,No
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Dry,08-03-2023,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,4,Positive,Oily,20-03-2022,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Neither good nor bad,3,Neutral,Dry,15-10-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Dry,13-09-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,4,Positive,Normal,18-06-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,5,Positive,Combination,06-07-2023,High,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Normal,19-01-2024,Mid,No
Anti-Acne Face Wash,ClearSkin,Cleanser,"Product is okay, nothing special",3,Neutral,Combination,13-12-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,5,Positive,Dry,19-12-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not bad but takes time to show effect,3,Neutral,Normal,23-12-2023,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,1,Negative,Combination,16-09-2022,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Sensitive,12-05-2024,Low,No
Aloe Vera Gel,NatureCare,Gel,No improvement after usage,2,Negative,Normal,05-01-2023,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,"Average results, expected more",3,Neutral,Oily,07-03-2024,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Oily,25-07-2022,Mid,No
Sunscreen SPF 50,SunSafe,Sunscreen,Very effective and gentle on my skin,4,Positive,Sensitive,13-04-2024,Mid,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Highly recommended for daily use,4,Positive,Normal,11-04-2024,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,1,Negative,Normal,29-01-2022,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,I can see visible results within a week,5,Positive,Combination,24-01-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,"Product is okay, nothing special",3,Neutral,Sensitive,16-04-2022,High,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Oily,27-05-2023,Low,Yes
Vitamin C Serum,SkinPure,Serum,My skin feels smooth and healthy,5,Positive,Dry,23-05-2022,High,Yes
Vitamin C Serum,SkinPure,Serum,Neither good nor bad,3,Neutral,Oily,15-02-2024,High,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Did not suit my skin,1,Negative,Dry,23-08-2023,Mid,No
Hydrating Face Cream,NeutriGlow,Moisturizer,Not worth the money,1,Negative,Combination,28-03-2023,Mid,No
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,5,Positive,Normal,26-02-2022,High,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,2,Negative,Dry,09-05-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,Decent product for the price,3,Neutral,Normal,22-05-2023,Mid,No
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Sensitive,12-07-2023,Low,No
Vitamin C Serum,SkinPure,Serum,I can see visible results within a week,4,Positive,Dry,20-07-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Highly recommended for daily use,5,Positive,Combination,18-01-2024,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Oily,01-08-2022,Mid,No
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,1,Negative,Normal,22-05-2022,High,No
Vitamin C Serum,SkinPure,Serum,Not worth the money,1,Negative,Oily,09-03-2023,High,Yes
Aloe Vera Gel,NatureCare,Gel,Not bad but takes time to show effect,3,Neutral,Normal,12-02-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Not worth the money,2,Negative,Combination,02-05-2022,Low,No
Vitamin C Serum,SkinPure,Serum,Did not suit my skin,2,Negative,Combination,06-01-2024,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,1,Negative,Normal,07-01-2024,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Oily,31-03-2024,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,Did not suit my skin,2,Negative,Normal,18-06-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very effective and gentle on my skin,4,Positive,Sensitive,13-10-2023,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Oily,07-06-2022,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Sensitive,15-08-2023,Low,No
Vitamin C Serum,SkinPure,Serum,"Average results, expected more",3,Neutral,Sensitive,15-09-2023,High,No
Aloe Vera Gel,NatureCare,Gel,Very effective and gentle on my skin,4,Positive,Combination,04-10-2022,Low,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Caused irritation and redness,2,Negative,Combination,26-10-2022,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,I can see visible results within a week,4,Positive,Dry,30-08-2023,Low,No
Aloe Vera Gel,NatureCare,Gel,Very disappointing product,1,Negative,Dry,26-08-2022,Low,No
Vitamin C Serum,SkinPure,Serum,No improvement after usage,1,Negative,Dry,14-03-2022,High,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Combination,25-11-2022,Low,Yes
Hydrating Face Cream,NeutriGlow,Moisturizer,My skin feels smooth and healthy,5,Positive,Oily,02-11-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,My skin feels smooth and healthy,4,Positive,Dry,18-06-2023,Low,No
Vitamin C Serum,SkinPure,Serum,Very effective and gentle on my skin,5,Positive,Combination,30-08-2022,High,Yes
Sunscreen SPF 50,SunSafe,Sunscreen,My skin feels smooth and healthy,4,Positive,Dry,14-08-2022,Mid,Yes
Vitamin C Serum,SkinPure,Serum,Highly recommended for daily use,4,Positive,Sensitive,24-11-2022,High,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,Very disappointing product,1,Negative,Dry,10-12-2023,Low,No
Sunscreen SPF 50,SunSafe,Sunscreen,I can see visible results within a week,4,Positive,Normal,23-09-2023,Mid,Yes
Anti-Acne Face Wash,ClearSkin,Cleanser,"Average results, expected more",3,Neutral,Normal,20-12-2022,Low,No
Hydrating Face Cream,NeutriGlow,Moisturizer,No improvement after usage,1,Negative,Oily,28-11-2023,Mid,Yes
Aloe Vera Gel,NatureCare,Gel,Decent product for the price,3,Neutral,Combination,18-07-2023,Low,No
Anti-Acne Face Wash,ClearSkin,Cleanser,Did not suit my skin,2,Negative,Oily,03-04-2023,Low,No
